代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.83,1.59,0.37,流入,5352.02,6.92,3710.14,4.8,1641.88,2.12,-3527.75,-4.56,-1824.27,-2.36,2026-05-29T11:35:54+08:00,2026-05-29T11:36:14+08:00
000002,万  科Ａ,3.64,9.97,2.46,流入,34807.8,40.98,44862.38,52.81,-10054.58,-11.84,-17835.19,-21.0,-16972.6,-19.98,2026-05-29T11:35:54+08:00,2026-05-29T11:36:14+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-05-29T11:35:54+08:00,2026-05-29T11:36:14+08:00
000006,深振业Ａ,9.4,-1.78,1.8,流出,-1525.53,-6.57,-1412.59,-6.08,-112.93,-0.49,1767.48,7.61,-241.95,-1.04,2026-05-29T11:35:57+08:00,2026-05-29T11:36:14+08:00
000007,全新好,11.37,-4.37,1.6,流出,-691.16,-10.65,183.22,2.82,-874.38,-13.47,134.42,2.07,556.74,8.58,2026-05-29T11:35:54+08:00,2026-05-29T11:36:14+08:00
000008,神州高铁,2.58,0.78,0.6,流入,222.43,5.31,230.75,5.51,-8.32,-0.2,-34.94,-0.83,-187.49,-4.48,2026-05-29T11:35:57+08:00,2026-05-29T11:36:14+08:00
000009,中国宝安,7.51,0.81,0.5,流入,759.66,8.01,-203.12,-2.14,962.78,10.15,-781.96,-8.24,22.29,0.23,2026-05-29T11:35:54+08:00,2026-05-29T11:36:14+08:00
000010,*ST美丽,2.1,5.0,2.9,流入,755.66,14.78,310.23,6.07,445.43,8.71,-608.47,-11.9,-147.19,-2.88,2026-05-29T11:35:57+08:00,2026-05-29T11:36:14+08:00
000011,深物业A,7.45,2.19,0.88,流出,-26.63,-0.77,0.0,0.0,-26.63,-0.77,-200.79,-5.8,227.42,6.57,2026-05-29T11:36:00+08:00,2026-05-29T11:36:14+08:00
000012,南  玻Ａ,4.09,-6.62,3.32,流出,-3855.33,-14.19,-1054.33,-3.88,-2801.01,-10.31,102.97,0.38,3752.37,13.81,2026-05-29T11:36:03+08:00,2026-05-29T11:36:14+08:00
000014,沙河股份,10.93,1.58,2.47,流出,-52.86,-0.81,-665.51,-10.14,612.64,9.34,336.14,5.12,-283.28,-4.32,2026-05-29T11:35:57+08:00,2026-05-29T11:36:14+08:00
000016,*ST康佳A,3.5,1.16,1.29,流入,690.12,9.5,654.44,9.01,35.68,0.49,-192.85,-2.65,-497.27,-6.85,2026-05-29T11:35:57+08:00,2026-05-29T11:36:14+08:00
000017,深中华A,5.47,-0.55,0.83,流出,-171.22,-8.57,0.0,0.0,-171.22,-8.57,143.82,7.2,27.4,1.37,2026-05-29T11:36:00+08:00,2026-05-29T11:36:14+08:00
000019,深粮控股,6.48,0.93,1.28,流出,-43.87,-1.27,0.0,0.0,-43.87,-1.27,-44.53,-1.29,88.4,2.56,2026-05-29T11:36:00+08:00,2026-05-29T11:36:14+08:00
